"id","latitude","longitude","name","url"
"18795","39.091919","-94.575719",,
"272985","39.026844","-94.562045","Blue Hills","http://www.zillow.com/local-info/MO-Kansas-City/Blue-Hills/r_272985/"
"273678","38.943302","-94.522657","Fairlane","http://www.zillow.com/local-info/MO-Kansas-City/Fairlane/r_273678/"
"274721","39.116104","-94.520225","North India Mound","http://www.zillow.com/local-info/MO-Kansas-City/North-India-Mound/r_274721/"
"275763","38.992022","-94.58495","Tower Homes","http://www.zillow.com/local-info/MO-Kansas-City/Tower-Homes/r_275763/"
"274330","38.993839","-94.415396","Little Blue Valley","http://www.zillow.com/local-info/MO-Kansas-City/Little-Blue-Valley/r_274330/"
"276552","39.112813","-94.538052","Sarritt Point","http://www.zillow.com/local-info/MO-Kansas-City/Sarritt-Point/r_276552/"
"275442","39.108993","-94.521208","South India Mound","http://www.zillow.com/local-info/MO-Kansas-City/South-India-Mound/r_275442/"
"276008","39.02761","-94.578375","Western 49-63","http://www.zillow.com/local-info/MO-Kansas-City/Western-49--63/r_276008/"
"276548","38.922673","-94.503482","Ruskin Heights","http://www.zillow.com/local-info/MO-Kansas-City/Ruskin-Heights/r_276548/"
"274379","39.099444","-94.528951","Lykins","http://www.zillow.com/local-info/MO-Kansas-City/Lykins/r_274379/"
"275980","39.044594","-94.600985","West Plaza","http://www.zillow.com/local-info/MO-Kansas-City/West-Plaza/r_275980/"
"276662","38.948311","-94.589344","Willow Creek","http://www.zillow.com/local-info/MO-Kansas-City/Willow-Creek/r_276662/"
"276371","38.916758","-94.521702","Hickman Mills","http://www.zillow.com/local-info/MO-Kansas-City/Hickman-Mills/r_276371/"
"273691","38.958932","-94.49594","Fairwood and Robandee","http://www.zillow.com/local-info/MO-Kansas-City/Fairwood-and-Robandee/r_273691/"
"275483","39.047624","-94.581531","Southmoreland","http://www.zillow.com/local-info/MO-Kansas-City/Southmoreland/r_275483/"
"273196","39.101485","-94.578969","Central Business District - Downtown","http://www.zillow.com/local-info/MO-Kansas-City/Central-Business-District----Downtown/r_273196/"
"276636","38.992649","-94.600976","Ward Parkway","http://www.zillow.com/local-info/MO-Kansas-City/Ward-Parkway/r_276636/"
"275898","39.061127","-94.601427","Volker","http://www.zillow.com/local-info/MO-Kansas-City/Volker/r_275898/"
"273542","39.077662","-94.53077","East Community Team South","http://www.zillow.com/local-info/MO-Kansas-City/East-Community-Team-South/r_273542/"
"273590","39.037665","-94.488582","Eastwood Hill East","http://www.zillow.com/local-info/MO-Kansas-City/Eastwood-Hill-East/r_273590/"
"274556","38.907529","-94.577753","Mission Lake","http://www.zillow.com/local-info/MO-Kansas-City/Mission-Lake/r_274556/"
"273541","39.090817","-94.531581","East Community Team North","http://www.zillow.com/local-info/MO-Kansas-City/East-Community-Team-North/r_273541/"
"274998","39.112254","-94.558942","Pendleton Heights","http://www.zillow.com/local-info/MO-Kansas-City/Pendleton-Heights/r_274998/"
"273556","38.991378","-94.570212","East Meyer 6","http://www.zillow.com/local-info/MO-Kansas-City/East-Meyer-6/r_273556/"
"273577","39.027386","-94.571053","Eastern 49-63","http://www.zillow.com/local-info/MO-Kansas-City/Eastern-49--63/r_273577/"
"274838","39.061591","-94.548658","Oak Park Northwest","http://www.zillow.com/local-info/MO-Kansas-City/Oak-Park-Northwest/r_274838/"
"274751","39.029956","-94.548212","North Town Fork Creek","http://www.zillow.com/local-info/MO-Kansas-City/North-Town-Fork-Creek/r_274751/"
"275538","38.932068","-94.557357","St. Catherine's Gardens","http://www.zillow.com/local-info/MO-Kansas-City/St.-Catherine's-Gardens/r_275538/"
"275141","38.91818","-94.588537","Red Ridge South","http://www.zillow.com/local-info/MO-Kansas-City/Red-Ridge-South/r_275141/"
"274962","38.980977","-94.494082","Park Farms","http://www.zillow.com/local-info/MO-Kansas-City/Park-Farms/r_274962/"
"274432","38.978494","-94.567106","Marlborough Heights - Marlborough Pride","http://www.zillow.com/local-info/MO-Kansas-City/Marlborough-Heights----Marlborough-Pride/r_274432/"
"275264","38.922233","-94.485062","Ruskin Hills","http://www.zillow.com/local-info/MO-Kansas-City/Ruskin-Hills/r_275264/"
"276568","39.035927","-94.587256","South Plaza","http://www.zillow.com/local-info/MO-Kansas-City/South-Plaza/r_276568/"
"274013","38.953464","-94.448668","Highview Estates","http://www.zillow.com/local-info/MO-Kansas-City/Highview-Estates/r_274013/"
"276324","39.020638","-94.436953","Faireway Hills","http://www.zillow.com/local-info/MO-Kansas-City/Faireway-Hills/r_276324/"
"275954","39.094075","-94.516744","West Blue Valley","http://www.zillow.com/local-info/MO-Kansas-City/West-Blue-Valley/r_275954/"
"272798","39.004844","-94.588919","Armour Hills","http://www.zillow.com/local-info/MO-Kansas-City/Armour-Hills/r_272798/"
"274321","38.947564","-94.569722","Linden Hills and Indian Heights","http://www.zillow.com/local-info/MO-Kansas-City/Linden-Hills-and-Indian-Heights/r_274321/"
"276660","38.958062","-94.476923","White Oak","http://www.zillow.com/local-info/MO-Kansas-City/White-Oak/r_276660/"
"276535","39.043227","-94.461954","Riss Lake","http://www.zillow.com/local-info/MO-Kansas-City/Riss-Lake/r_276535/"
"275652","39.023103","-94.531191","Swope Parkway - Elmwood","http://www.zillow.com/local-info/MO-Kansas-City/Swope-Parkway----Elmwood/r_275652/"
"273927","39.060635","-94.58539","Hanover Place","http://www.zillow.com/local-info/MO-Kansas-City/Hanover-Place/r_273927/"
"276632","39.046703","-94.530724","Vineyard","http://www.zillow.com/local-info/MO-Kansas-City/Vineyard/r_276632/"
"275355","39.104135","-94.511668","Sheffield","http://www.zillow.com/local-info/MO-Kansas-City/Sheffield/r_275355/"
"275304","39.072542","-94.548128","Santa Fe","http://www.zillow.com/local-info/MO-Kansas-City/Santa-Fe/r_275304/"
"273001","38.961174","-94.586444","Bonne Hills","http://www.zillow.com/local-info/MO-Kansas-City/Bonne-Hills/r_273001/"
"274287","38.950038","-94.602038","Lea Manor","http://www.zillow.com/local-info/MO-Kansas-City/Lea-Manor/r_274287/"
"275569","39.032146","-94.464763","Stayton Meadows","http://www.zillow.com/local-info/MO-Kansas-City/Stayton-Meadows/r_275569/"
"272800","39.005033","-94.598101","Arnour Fields","http://www.zillow.com/local-info/MO-Kansas-City/Arnour-Fields/r_272800/"
"274348","39.07784","-94.574736","Longfellow","http://www.zillow.com/local-info/MO-Kansas-City/Longfellow/r_274348/"
"274290","38.963732","-94.56205","Legacy East","http://www.zillow.com/local-info/MO-Kansas-City/Legacy-East/r_274290/"
"275305","38.970139","-94.586007","Santa Fe Hills","http://www.zillow.com/local-info/MO-Kansas-City/Santa-Fe-Hills/r_275305/"
"276039","39.078762","-94.598024","Westside South","http://www.zillow.com/local-info/MO-Kansas-City/Westside-South/r_276039/"
"276011","38.966668","-94.601509","Western Hills","http://www.zillow.com/local-info/MO-Kansas-City/Western-Hills/r_276011/"
"275931","39.083731","-94.544773","Washington Weatley","http://www.zillow.com/local-info/MO-Kansas-City/Washington-Weatley/r_275931/"
"275441","39.049021","-94.576073","South Hyde Park","http://www.zillow.com/local-info/MO-Kansas-City/South-Hyde-Park/r_275441/"
"274840","39.047093","-94.548208","Oak Park Southwest","http://www.zillow.com/local-info/MO-Kansas-City/Oak-Park-Southwest/r_274840/"
"272989","39.022619","-94.422272","Blue Vue Hills","http://www.zillow.com/local-info/MO-Kansas-City/Blue-Vue-Hills/r_272989/"
"273530","39.09224","-94.503016","East Blue Valley","http://www.zillow.com/local-info/MO-Kansas-City/East-Blue-Valley/r_273530/"
"274092","39.101148","-94.55016","Independence Plaza","http://www.zillow.com/local-info/MO-Kansas-City/Independence-Plaza/r_274092/"
"275159","38.861754","-94.567477","Richards Gebaur","http://www.zillow.com/local-info/MO-Kansas-City/Richards-Gebaur/r_275159/"
